"Ao final da tarde, gostava de sentar-se no banco da praça para observar o movimento.","banco","um assento longo para mais de uma pessoa"
"Ele esperou por mais de uma hora no banco desconfortável do lado de fora do consultório.","banco","um assento longo para mais de uma pessoa"
"O banco de madeira da varanda precisa de uma nova camada de verniz.","banco","um assento longo para mais de uma pessoa"
"Preciso ir ao banco para sacar dinheiro antes da viagem.","banco","uma instituição financeira que aceita depósitos e canaliza o dinheiro em atividades de empréstimo"
"O banco central anunciou que a taxa de juros permanecerá estável este mês.","banco","uma instituição financeira que aceita depósitos e canaliza o dinheiro em atividades de empréstimo"
"Ela conseguiu um excelente financiamento no banco para comprar seu novo apartamento.","banco","uma instituição financeira que aceita depósitos e canaliza o dinheiro em atividades de empréstimo"
"Com o terremoto, a base do antigo prédio apresentou rachaduras preocupantes.","base","Um suporte ou fundação"
"A maquiadora aplicou uma fina camada de base para uniformizar a pele da modelo.","base","Um suporte ou fundação"
"A escultura foi firmemente assentada sobre uma base de concreto no centro do jardim.","base","Um suporte ou fundação"
"Os gerentes regionais foram convocados para uma reunião na base da empresa na capital.","base","(Geralmente no plural) o escritório que serve como o centro administrativo de uma empresa"
"A decisão de expandir para o mercado asiático foi tomada pela base da multinacional na Europa.","base","(Geralmente no plural) o escritório que serve como o centro administrativo de uma empresa"
"O advogado argumentou que a acusação não tinha qualquer base legal.","base","os pressupostos fundamentais dos quais algo é iniciado ou desenvolvido ou calculado ou explicado"
"O cálculo da estimativa populacional teve como base os dados do último censo.","base","os pressupostos fundamentais dos quais algo é iniciado ou desenvolvido ou calculado ou explicado"
"Toda a sua teoria foi construída com base em premissas que se provaram falsas.","base","os pressupostos fundamentais dos quais algo é iniciado ou desenvolvido ou calculado ou explicado"
"Ele procurou as chaves do carro no fundo da mochila e não as encontrou.","fundo","o lado inferior de qualquer coisa"
"Havia uma pequena inscrição quase ilegível no fundo da antiga caixa de madeira.","fundo","o lado inferior de qualquer coisa"
"Depois que todos saíram, ele ficou sozinho no fundo do salão.","fundo","o lado inferior de qualquer coisa"
"A pressão da água no fundo do oceano é capaz de esmagar a maioria dos submarinos.","fundo","O fundo do mar ou oceano"
"Os destroços do navio foram localizados por um robô no fundo do mar.","fundo","O fundo do mar ou oceano"
"A universidade recebeu uma doação para criar um fundo de bolsas de estudo para alunos carentes.","fundo","Algo (como propriedade) mantido por um grupo (administradores) para o benefício de outros (beneficiários)"
"Ele diversificou sua carteira aplicando parte do dinheiro em um fundo de ações.","fundo","Algo (como propriedade) mantido por um grupo (administradores) para o benefício de outros (beneficiários)"
"O fundo de pensão da empresa garantiu uma aposentadoria confortável para todos os seus ex-colaboradores.","fundo","Algo (como propriedade) mantido por um grupo (administradores) para o benefício de outros (beneficiários)"
"O topo da montanha era o ponto de encontro de todos os alpinistas.","ponto","um ponto ou extensão no espaço"
"Chegamos a um ponto crítico do projeto, onde não podemos mais voltar atrás.","ponto","um ponto ou extensão no espaço"
"Você pode me deixar no próximo ponto de ônibus, por favor?","ponto","um ponto ou extensão no espaço"
"Durante a estreia, o ator principal teve um lapso de memória e precisou da ajuda do ponto.","ponto","Alguém que auxilia um artista fornecendo as próximas palavras de uma fala esquecida"
"O diretor de teatro repreendeu o ponto por não estar atento durante o ensaio geral.","ponto","Alguém que auxilia um artista fornecendo as próximas palavras de uma fala esquecida"
"A atriz, nervosa, olhou para a coxia esperando um sinal do ponto, que prontamente sussurrou a fala.","ponto","Alguém que auxilia um artista fornecendo as próximas palavras de uma fala esquecida"
"O ladrão usou uma barra de ferro para forçar a janela dos fundos.","barra","uma peça rígida de metal ou madeira; normalmente usada como fechamento ou obstrução ou arma"
"À noite, o caseiro passava uma pesada barra de madeira na porta principal para maior segurança.","barra","uma peça rígida de metal ou madeira; normalmente usada como fechamento ou obstrução ou arma"
"O chute do atacante explodiu na barra e a torcida gritou em desapontamento.","barra","Uma obstrução (geralmente de metal) colocadas na parte superior de um gol."
"A bola encobriu o goleiro e caprichosamente tocou na barra antes de sair.","barra","Uma obstrução (geralmente de metal) colocadas na parte superior de um gol."
"Uma barra do aquecedor queimou e agora ele não esquenta o suficiente.","barra","um elemento de aquecimento em um aquecedor elétrico"
"Não deixe as crianças perto do aquecedor, a barra fica extremamente quente.","barra","um elemento de aquecimento em um aquecedor elétrico"
"A ginasta fez uma série de movimentos impressionantes na barra e conseguiu a nota máxima.","barra","uma haste horizontal que serve de suporte para ginastas quando eles executam exercícios"
"O atleta olímpico concluiu sua apresentação na barra fixa com um salto perfeito.","barra","uma haste horizontal que serve de suporte para ginastas quando eles executam exercícios"
"A costureira subiu a barra da minha calça nova em dois centímetros.","barra","a linha formada pela borda inferior de uma saia ou casaco"
"A barra do vestido estava desfiando, então ela decidiu fazer uma nova costura.","barra","a linha formada pela borda inferior de uma saia ou casaco"
"O governo anunciou um novo corte de despesas para equilibrar as contas públicas.","corte","o ato de reduzir a quantidade ou o número"
"Devido à crise, a empresa realizou um corte de 20% no quadro de funcionários.","corte","o ato de reduzir a quantidade ou o número"
"Ele fez um corte profundo no dedo ao manusear a faca de pão.","corte","o ato de penetrar ou abrir algo com um instrumento afiado"
"O primeiro corte do cirurgião foi feito com extrema precisão.","corte","o ato de penetrar ou abrir algo com um instrumento afiado"
"O juiz pediu silêncio na corte antes de anunciar a sentença.","corte","uma sala em que uma corte de justiça se reune"|"Um tribunal que é presidido por um magistrado ou por um ou mais juízes que administram a justiça de acordo com as leis"
"A testemunha foi chamada para depor perante todos na corte.","corte","uma sala em que uma corte de justiça se reune"|"Um tribunal que é presidido por um magistrado ou por um ou mais juízes que administram a justiça de acordo com as leis"
"A decisão da corte de apelações será divulgada na próxima semana.","corte","Um tribunal que é presidido por um magistrado ou por um ou mais juízes que administram a justiça de acordo com as leis"
"O caso foi levado à corte superior para reavaliação.","corte","Um tribunal que é presidido por um magistrado ou por um ou mais juízes que administram a justiça de acordo com as leis"|"uma sala em que uma corte de justiça se reune"
"O corte daquele terno era impecável, ajustando-se perfeitamente ao seu corpo.","corte","a maneira pela qual alguma coisa se encaixa"
"Gosto muito do corte desta calça, é moderno e confortável.","corte","a maneira pela qual alguma coisa se encaixa"
"A corte, formada por três juízes, analisou as provas apresentadas.","corte","um conjunto de um ou mais juízes, que conduzem situacoes judiciais"
"Após deliberar, a corte anunciou o veredito por unanimidade.","corte","um conjunto de um ou mais juízes, que conduzem situacoes judiciais"
"Ele deu a volta no bloco procurando uma vaga para estacionar o carro.","bloco","uma área retangular em uma cidade cercada por ruas e geralmente contendo vários edifícios"
"A nova cafeteria fica no próximo bloco, ao lado do cinema.","bloco","uma área retangular em uma cidade cercada por ruas e geralmente contendo vários edifícios"
"A falha na leitura de um único bloco de dados no disco rígido causou a perda do documento.","bloco","(ciência da computação) um sector ou grupo de setores que funcionam como a menor unidade de dados permitida"
"O sistema de arquivos aloca espaço em disco para os arquivos em unidades chamadas bloco.","bloco","(ciência da computação) um sector ou grupo de setores que funcionam como a menor unidade de dados permitida"
"O escultor começou a trabalhar em um grande bloco de mármore bruto.","bloco","uma forma tridimensional com seis faces quadradas ou rectangulares"
"As crianças brincavam de construir uma torre com um bloco de madeira colorido.","bloco","uma forma tridimensional com seis faces quadradas ou rectangulares"
"Ele anotou o endereço em um bloco de papel que estava sobre a escrivaninha.","bloco","uma forma tridimensional com seis faces quadradas ou rectangulares"
"A novela de maior sucesso foi transmitida em rede nacional para todo o país.","rede","(Radiodifusão) um sistema de comunicação que consiste de um grupo de estações de radiodifusão que transmitem todas os mesmos programas"
"Aquele correspondente internacional trabalha para uma grande rede de notícias.","rede","(Radiodifusão) um sistema de comunicação que consiste de um grupo de estações de radiodifusão que transmitem todas os mesmos programas"
"Minha conexão com a rede de internet está muito lenta hoje.","rede","(Radiodifusão) um sistema de comunicação que consiste de um grupo de estações de radiodifusão que transmitem todas os mesmos programas"
"O pescador jogou sua rede ao mar ao amanhecer, esperando uma boa pescaria.","rede","uma cobertura protetora constituída de tela"
"Para a segurança das crianças, foi instalada uma rede de proteção na varanda do apartamento.","rede","uma cobertura protetora constituída de tela"
"Ele adorava tirar um cochilo na rede que ficava armada entre as duas árvores do quintal.","rede","uma cobertura protetora constituída de tela"
"Com um simples toque na tela do celular, ele acessou todas as suas mensagens.","toque","o ato de colocar duas coisas juntas sem espaço entre elas; ""ao seu toque o quarto se encheu de luzes"""|"a sensação produzida por receptores de pressão na pele"
"Um leve toque no ombro foi o suficiente para que ela se virasse.","toque","o ato de colocar duas coisas juntas sem espaço entre elas; ""ao seu toque o quarto se encheu de luzes"""|"a sensação produzida por receptores de pressão na pele"
"A porta se abriu com um toque no botão verde ao lado.","toque","o ato de colocar duas coisas juntas sem espaço entre elas; ""ao seu toque o quarto se encheu de luzes"""|"a sensação produzida por receptores de pressão na pele"
"O veludo é um tecido conhecido por seu toque macio e confortável.","toque","a sensação produzida por receptores de pressão na pele"
"Ela sentiu o toque frio do mármore sob seus pés descalços.","toque","a sensação produzida por receptores de pressão na pele"
"Aquele cobertor de lã tinha um toque áspero e desconfortável.","toque","a sensação produzida por receptores de pressão na pele"
"O diretor financeiro apresentou o balanço do mês corrente na reunião.","corrente","Ocorrendo em ou pertencentes ao tempo presente"
"A política econômica do governo corrente tem sido alvo de muitas críticas.","corrente","Ocorrendo em ou pertencentes ao tempo presente"
"É de uso corrente a abreviação 'vc' em mensagens de texto.","corrente","Ocorrendo em ou pertencentes ao tempo presente"
"Após a tragédia, formou-se uma grande corrente de solidariedade para ajudar as vítimas.","corrente","curso de ação; ""se você persistir nesse caminho, irá certamente falhar""; ""uma vez que uma nação embarca em uma conduta torna-se extremamente difícil que alguma retração aconteça"""
"Suas ideias inovadoras iam contra a corrente de pensamento da época.","corrente","curso de ação; ""se você persistir nesse caminho, irá certamente falhar""; ""uma vez que uma nação embarca em uma conduta torna-se extremamente difícil que alguma retração aconteça"""
"O nadador experiente alertou sobre a forte corrente que puxava para o fundo do mar.","corrente","Um corpo natural de água fluindo na ou sob a terra"
"O barco descia o rio lentamente, levado pela corrente.","corrente","Um corpo natural de água fluindo na ou sob a terra"
"A corrente fria de Humboldt influencia drasticamente o clima da costa do Peru e do Chile.","corrente","Um corpo natural de água fluindo na ou sob a terra"
"Ele sentia que o tempo passava rápido demais enquanto estava de férias.","tempo","a experiência continua em que os eventos passam do futuro através do presente para o passado"
"Para os físicos, o tempo é considerado a quarta dimensão.","tempo","a experiência continua em que os eventos passam do futuro através do presente para o passado"
"Na aula de português, aprendemos a conjugar os verbos no tempo futuro.","tempo","Uma categoria gramatical de verbos utilizada para expressar distinções de tempo"
"O aluno errou a conjugação ao usar o tempo verbal inadequado na redação.","tempo","Uma categoria gramatical de verbos utilizada para expressar distinções de tempo"
"O tempo mudou de repente, e uma forte chuva começou a cair.","tempo","Um período de duração indeterminada (geralmente curto) marcado por alguma ação ou condição"
"Faz muito tempo que não viajo para a praia.","tempo","Um período de duração indeterminada (geralmente curto) marcado por alguma ação ou condição"
"O juiz apitou o final do primeiro tempo da partida.","tempo","(em jogos ou partidas) o tempo durante o qual o jogo continua"
"O treinador pediu tempo para dar novas instruções à equipe.","tempo","(em jogos ou partidas) o tempo durante o qual o jogo continua"
"Os manifestantes estenderam uma faixa em frente ao prédio do governo.","faixa","um adorno que consiste de uma tira de uma cor ou material contrastante"
"A vencedora do concurso recebeu a coroa e a faixa de miss da cidade.","faixa","um adorno que consiste de uma tira de uma cor ou material contrastante"
"O carro mudou de faixa na rodovia sem sinalizar e quase causou um acidente.","faixa","cruzamento da rua onde os pedestres têm direito de passagem; muitas vezes marcado de alguma maneira (especialmente com listras diagonais)"
"Lembre-se sempre de atravessar a rua na faixa de pedestres por segurança.","faixa","cruzamento da rua onde os pedestres têm direito de passagem; muitas vezes marcado de alguma maneira (especialmente com listras diagonais)"
"O motorista foi multado por não dar a preferência a quem estava na faixa.","faixa","cruzamento da rua onde os pedestres têm direito de passagem; muitas vezes marcado de alguma maneira (especialmente com listras diagonais)"
"A prefeitura pintou uma nova faixa de segurança em frente à escola.","faixa","cruzamento da rua onde os pedestres têm direito de passagem; muitas vezes marcado de alguma maneira (especialmente com listras diagonais)"
"Ela aplicou protetor solar no rosto antes de sair no sol.","rosto","a frente da cabeça humana, da testa ao queixo e de orelha à orelha"
"As lágrimas escorriam pelo seu rosto ao ouvir a notícia.","rosto","a frente da cabeça humana, da testa ao queixo e de orelha à orelha"
"Ele fez a barba e lavou o rosto antes de ir para a entrevista.","rosto","a frente da cabeça humana, da testa ao queixo e de orelha à orelha"
"Vi um rosto familiar na multidão, mas não consegui identificar quem era.","rosto","uma parte de uma pessoa que é usada para se referir a uma pessoa"
"A professora disse que nunca esquece o rosto de um aluno.","rosto","uma parte de uma pessoa que é usada para se referir a uma pessoa"
"Depois de meses viajando sozinho, foi bom finalmente ver um rosto amigo.","rosto","uma parte de uma pessoa que é usada para se referir a uma pessoa"
"Para encontrar a porcentagem, o aluno aplicou a conhecida regra de três.","regra","(Matemática) um procedimento padrão para resolver uma classe de problemas matemáticos"
"O cálculo daquele limite só foi possível utilizando a regra de L'Hôpital.","regra","(Matemática) um procedimento padrão para resolver uma classe de problemas matemáticos"
"A primeira regra do clube da luta é: você não fala sobre o clube da luta.","regra","Instruções que definem como um jogo ou esporte deve ser conduzido"
"O árbitro explicou a nova regra aos capitães antes do início da partida.","regra","Instruções que definem como um jogo ou esporte deve ser conduzido"
"Uma regra fundamental do xadrez é que o rei nunca pode ser deixado em xeque.","regra","Instruções que definem como um jogo ou esporte deve ser conduzido"
"Os jogadores entraram em campo sob os aplausos da torcida.","campo","Instalação que consiste em uma área circunscrita de terra ou água preparada para um esporte."
"A forte chuva da noite anterior deixou o campo de futebol completamente encharcado.","campo","Instalação que consiste em uma área circunscrita de terra ou água preparada para um esporte."
"Aquele é considerado o melhor campo de golfe do estado.","campo","Instalação que consiste em uma área circunscrita de terra ou água preparada para um esporte."
"A equipe de geólogos passou dois meses em campo para coletar amostras do solo.","campo","Em algum lugar (fora de um estúdio ou escritório ou biblioteca ou laboratório) onde o trabalho prático é feito e dados são coletados"
"A jornalista preferia o trabalho em campo às longas horas na redação do jornal.","campo","Em algum lugar (fora de um estúdio ou escritório ou biblioteca ou laboratório) onde o trabalho prático é feito e dados são coletados"
"Muitas descobertas da antropologia foram feitas através da observação direta em campo.","campo","Em algum lugar (fora de um estúdio ou escritório ou biblioteca ou laboratório) onde o trabalho prático é feito e dados são coletados"
"Ele não deu um único passo para tentar resolver a situação.","passo","o ato de decidir fazer algo, ""ele não deu um passo para ajudar""; ""seu primeiro movimento foi contratar um advogado"""|"qualquer manobra feita como parte do progresso em direção a um objetivo"
"O primeiro passo para a mudança é reconhecer o problema.","passo","o ato de decidir fazer algo, ""ele não deu um passo para ajudar""; ""seu primeiro movimento foi contratar um advogado"""|"qualquer manobra feita como parte do progresso em direção a um objetivo"
"A contratação de novos funcionários foi um passo crucial para o crescimento da empresa.","passo","qualquer manobra feita como parte do progresso em direção a um objetivo"
"Concluir a faculdade foi apenas o primeiro passo em sua longa jornada profissional.","passo","qualquer manobra feita como parte do progresso em direção a um objetivo"
"A criança deu seu primeiro passo sob o olhar atento dos pais.","passo","o ato de mudar de lugar, movimentando a perna para cima e depois para baixo"
"Ele estava tão cansado que mal conseguia dar mais um passo.","passo","o ato de mudar de lugar, movimentando a perna para cima e depois para baixo"
"A professora de dança ensinou um novo passo de samba para os alunos.","passo","uma seqüência de movimentos do pé que compõem uma dança particular"
"Durante a valsa, ele errou o passo e pisou no pé de sua parceira.","passo","uma seqüência de movimentos do pé que compõem uma dança particular"
"Antes de sair, ele deixou uma nota na porta da geladeira para a esposa.","nota","Uma mensagem pessoal curtinha"
"Encontrei uma pequena nota de agradecimento dentro do livro que ele me emprestou.","nota","Uma mensagem pessoal curtinha"
"A empresa emitiu uma nota oficial comunicando o encerramento do contrato com o fornecedor.","nota","notificação prévia (usualmente por escrito) com a intenção de cancelar um contrato; ""eles receveram uma notificação para desocupar o local""; ""ele entregou uma notificação dois meses antes de se mudar"""
"O inquilino enviou uma nota formal ao proprietário, informando sobre sua mudança em 30 dias.","nota","notificação prévia (usualmente por escrito) com a intenção de cancelar um contrato; ""eles receveram uma notificação para desocupar o local""; ""ele entregou uma notificação dois meses antes de se mudar"""
"O palestrante do evento era um acadêmico de grande nota no campo da física quântica.","nota","Status de alta importância devido a superioridade clara"
"O restaurante contratou um chef de nota para renovar todo o cardápio.","nota","Status de alta importância devido a superioridade clara"
"O carpinteiro usou um nível para garantir que o terreno ficasse perfeitamente plano para a construção.","plano","horizontalmente plano"
"O ciclista preferia pedalar em terreno plano para manter uma velocidade constante.","plano","horizontalmente plano"
"O arquiteto nos mostrou o plano da casa, com a disposição de cada cômodo.","plano","um esquema de arranjo"
"Analisando o primeiro plano da fotografia, é possível ver detalhes que passam despercebidos.","plano","um esquema de arranjo"
"A diretoria aprovou o novo plano de negócios para o próximo semestre.","plano","Uma série de etapas para serem realizadas ou metas a serem realizadas"
"O governo detalhou seu plano de vacinação em uma coletiva de imprensa.","plano","Uma série de etapas para serem realizadas ou metas a serem realizadas"
"Meu plano para o feriado é viajar para a praia com alguns amigos.","plano","sua intenção; o que você pretende fazer"
"Ele não tinha nenhum plano de contar a verdade para ela.","plano","sua intenção; o que você pretende fazer"
"Os soldados seguiram em marcha forçada durante toda a noite.","marcha","um avanço constante"
"A marcha dos acontecimentos históricos é, por vezes, imprevisível.","marcha","um avanço constante"
"Milhares de pessoas participaram da marcha pelo clima no último domingo.","marcha","um avanço constante"
"Para subir a ladeira íngreme, ele precisou reduzir a marcha do carro.","marcha","um mecanismo de transmissão de movimento para alguma finalidade específica (como a direcum mecanismo de transmissão de movimento para alguma finalidade específica"
"O motorista arranhou a marcha ao tentar engatar a ré com pressa.","marcha","um mecanismo de transmissão de movimento para alguma finalidade específica (como a direcum mecanismo de transmissão de movimento para alguma finalidade específica"
"O carro apresentou um problema na caixa de marcha e precisou ser rebocado.","marcha","um mecanismo de transmissão de movimento para alguma finalidade específica (como a direcum mecanismo de transmissão de movimento para alguma finalidade específica"
"Com a nova testemunha, a investigação policial tomou um curso inesperado.","curso","curso de ação; ""se você persistir nesse caminho, irá certamente falhar""; ""uma vez que uma nação embarca em uma conduta torna-se extremamente difícil que alguma retração aconteça"""
"O rio segue seu curso sinuoso pela planície até encontrar o mar.","curso","curso de ação; ""se você persistir nesse caminho, irá certamente falhar""; ""uma vez que uma nação embarca em uma conduta torna-se extremamente difícil que alguma retração aconteça"""
"A vida às vezes segue um curso que não planejamos.","curso","curso de ação; ""se você persistir nesse caminho, irá certamente falhar""; ""uma vez que uma nação embarca em uma conduta torna-se extremamente difícil que alguma retração aconteça"""
"Ela se inscreveu em um curso de culinária para aprender novas receitas.","curso","educação transmitida em uma série de aulas ou reuniões; ""ele fez um curso de cestaria"""
"O curso de engenharia naquela universidade é um dos mais concorridos do país.","curso","educação transmitida em uma série de aulas ou reuniões; ""ele fez um curso de cestaria"""
"Para melhorar seu currículo, ele decidiu fazer um curso de inglês avançado.","curso","educação transmitida em uma série de aulas ou reuniões; ""ele fez um curso de cestaria"""
"O jogador chutou a bola com força e marcou o gol da vitória.","bola","objeto redondo que é atirado ou jogado ou chutado em jogos"
"A bola de vôlei passou por cima da rede e caiu fora da quadra.","bola","objeto redondo que é atirado ou jogado ou chutado em jogos"
"As crianças se divertiam jogando bola no parque durante a tarde.","bola","objeto redondo que é atirado ou jogado ou chutado em jogos"
"A cozinheira fez uma bola com a massa do pão e a deixou descansar.","bola","uma massa compacta"
"Ele amassou o papel de rascunho em uma bola e jogou na lixeira.","bola","uma massa compacta"
"Depois da feijoada, sentiu uma bola se formando em seu estômago.","bola","uma massa compacta"
"A família inteira se reuniu no aeroporto para aguardar seu retorno do Japão.","retorno","uma vinda ou regresso para casa, ""no seu regresso da Austrália, demos-lhe uma festa de boas-vindas"""
"Após um longo período de intercâmbio, seu retorno para casa foi marcado por muita emoção.","retorno","uma vinda ou regresso para casa, ""no seu regresso da Austrália, demos-lhe uma festa de boas-vindas"""
"Ele aguarda ansiosamente o retorno do livro que emprestou a um amigo há meses.","retorno","receber algo de volta de novo; ""depois que o livro foi retornado ao seu dono verdadeiro, a crianca levou uma bronca seria"""
"A biblioteca enviou um e-mail cobrando o retorno de vários exemplares com atraso.","retorno","receber algo de volta de novo; ""depois que o livro foi retornado ao seu dono verdadeiro, a crianca levou uma bronca seria"""
"A forte chuva na serra bloqueou a estrada e impediu o retorno dos viajantes à cidade.","retorno","o ato de voltar para um lugar anterior"
"Após a reunião, o retorno ao escritório foi rápido e sem trânsito.","retorno","o ato de voltar para um lugar anterior"
"O painel do aeroporto anunciava o horário de partida do voo para o Rio de Janeiro.","partida","o ato de ir embora"
